Name,x,y,Elevation (m),Date,ppt (mm),tmin (degrees C),tmean (degrees C),tmax (degrees C),tdmean (degrees C),vpdmin (hPa),vpdmax (hPa)
144,-117.7081,42.5445,1356,2015-07,16.55,13.3,21.9,30.5,4,6.32,37.28
144,-117.7081,42.5445,1356,2015-08,0.02,13.4,22.9,32.4,-1.3,9.45,44.01
144,-117.7081,42.5445,1356,2015-09,10,8.3,17.7,27.1,-1.7,5.44,31.94
144,-117.7081,42.5445,1356,2015-10,49.45,6.4,13.9,21.4,2,2.86,19.75
144,-117.7081,42.5445,1356,2015-11,20.23,-3.8,1.8,7.4,-4.9,1.05,6.41
144,-117.7081,42.5445,1356,2015-12,42.69,-4.8,-0.6,3.5,-5.3,0.7,3.76
144,-117.7081,42.5445,1356,2016-01,22.6,-5.9,-1.1,3.6,-5.7,0.52,3.5
144,-117.7081,42.5445,1356,2016-02,7.46,-2.1,3.6,9.3,-3.3,0.99,6.79
144,-117.7081,42.5445,1356,2016-03,21.84,-0.5,5.8,12,-2.8,1.16,9.42
144,-117.7081,42.5445,1356,2016-04,16.72,3,10.8,18.5,-2.1,2.45,17.34
144,-117.7081,42.5445,1356,2016-05,30.79,4.6,12.5,20.5,0.8,2.02,18.94
144,-117.7081,42.5445,1356,2016-06,6.55,9.5,19.2,28.9,-0.8,5.77,36.53
144,-117.7081,42.5445,1356,2016-07,2.7,12.3,22.2,32.1,-1.1,8.54,43.71
144,-117.7081,42.5445,1356,2016-08,0,12.4,22.2,32.1,-2.9,9.22,43.69
144,-117.7081,42.5445,1356,2016-09,10.92,6.9,16,25.1,-1.1,4.24,27.52
144,-117.7081,42.5445,1356,2016-10,24.34,4.3,11.3,18.3,-0.6,2.41,15.91
144,-117.7081,42.5445,1356,2016-11,2.56,-0.1,6.6,13.3,-3.4,1.59,11.32
144,-117.7081,42.5445,1356,2016-12,40.86,-9.5,-3.9,1.8,-8.2,0.44,3.05
144,-117.7081,42.5445,1356,2017-01,54.21,-9.8,-5.1,-0.5,-8.6,0.33,2.01
144,-117.7081,42.5445,1356,2017-02,28.3,-3.1,1.7,6.6,-3.7,0.79,5.08
144,-117.7081,42.5445,1356,2017-03,34.2,1.2,7.1,12.9,-1.6,1.4,10.23
144,-117.7081,42.5445,1356,2017-04,42.77,0.5,7,13.5,-2,1.17,10.93
144,-117.7081,42.5445,1356,2017-05,17.85,4.1,12.6,21.1,0.4,2.42,20.57
144,-117.7081,42.5445,1356,2017-06,35.81,9.9,18.5,27.1,2.6,4.23,31.1
144,-117.7081,42.5445,1356,2017-07,2.8,15.6,25.3,35.1,0.9,10.43,50.53
144,-117.7081,42.5445,1356,2017-08,4.71,14.8,24.1,33.4,2,9.12,45.47
144,-117.7081,42.5445,1356,2017-09,8.47,8.4,17,25.7,1.2,5.11,30.11
144,-117.7081,42.5445,1356,2017-10,12.86,0.2,8.6,17.1,-3.4,1.6,15.56
144,-117.7081,42.5445,1356,2017-11,36.81,-0.3,5.2,10.7,-1.1,0.88,7.57
144,-117.7081,42.5445,1356,2017-12,10.18,-7.8,-2.5,2.8,-7.1,0.55,3.43
144,-117.7081,42.5445,1356,2018-01,16.34,-2.2,3.1,8.4,-2.5,0.66,5.87
144,-117.7081,42.5445,1356,2018-02,7.84,-6.2,0.1,6.3,-7.4,0.97,6.46
144,-117.7081,42.5445,1356,2018-03,28.66,-2.2,4,10.3,-4.8,1.04,8.81
144,-117.7081,42.5445,1356,2018-04,18.35,1,8.8,16.5,-3.8,1.75,15.47
144,-117.7081,42.5445,1356,2018-05,42.92,6.6,14.6,22.6,3.2,1.9,21.19
144,-117.7081,42.5445,1356,2018-06,21.53,9.2,17.7,26.3,1.8,3.95,29.48
144,-117.7081,42.5445,1356,2018-07,1.12,14.6,24.2,33.7,-0.3,10.36,47.49
144,-117.7081,42.5445,1356,2018-08,0.15,13,22.6,32.1,-0.9,9.33,43.93
144,-117.7081,42.5445,1356,2018-09,0.18,7.4,17,26.6,-5.8,6.21,30.27
144,-117.7081,42.5445,1356,2018-10,16.57,2.5,9.9,17.2,-1.4,2.05,14.62
144,-117.7081,42.5445,1356,2018-11,16.07,-3.6,2.9,9.4,-6.9,1.17,7.87
144,-117.7081,42.5445,1356,2018-12,24.6,-5.4,-1.2,3,-5.1,0.45,3.25
144,-117.7081,42.5445,1356,2019-01,21.68,-4.7,0.5,5.7,-5,0.62,4.86
144,-117.7081,42.5445,1356,2019-02,69.62,-5.8,-1.3,3.2,-5.7,0.4,3.62
144,-117.7081,42.5445,1356,2019-03,16.64,-2.3,3.6,9.5,-3.7,0.74,7.69
144,-117.7081,42.5445,1356,2019-04,33.26,2.5,9.1,15.7,0.3,1.33,12.41
144,-117.7081,42.5445,1356,2019-05,64.68,4.5,11.4,18.3,0.8,2.08,15.57
144,-117.7081,42.5445,1356,2019-06,12.51,8.1,16.6,25.2,1.8,3.69,26.6
144,-117.7081,42.5445,1356,2019-07,2.68,13.1,22.4,31.7,2.4,7.26,39.2
144,-117.7081,42.5445,1356,2019-08,8.84,12.9,22.7,32.4,1.9,7.47,41.67
144,-117.7081,42.5445,1356,2019-09,31.27,8.5,16.3,24.2,2.2,3.65,25.19
144,-117.7081,42.5445,1356,2019-10,5.51,-2.1,6,14,-7.8,1.89,13.01
144,-117.7081,42.5445,1356,2019-11,8.08,-2.7,4.6,11.9,-7.1,1.83,10.57
144,-117.7081,42.5445,1356,2019-12,27.7,-3.9,-0.2,3.5,-3.8,0.54,2.94
144,-117.7081,42.5445,1356,2020-01,35,-2.8,1.8,6.4,-3.7,0.68,4.84
144,-117.7081,42.5445,1356,2020-02,9.32,-5.1,1.5,8.1,-6.7,0.91,7.26
144,-117.7081,42.5445,1356,2020-03,20.27,-2.1,4.5,11,-4.3,1.02,9.14
144,-117.7081,42.5445,1356,2020-04,12.99,0.2,8.4,16.5,-3.6,1.65,14.87
144,-117.7081,42.5445,1356,2020-05,45.03,4.7,12.9,21.1,-0.1,2.47,20.9
144,-117.7081,42.5445,1356,2020-06,54.67,8.9,16.8,24.8,3.9,3.01,26.23
144,-117.7081,42.5445,1356,2020-07,2.14,12.6,22.3,32,2.2,6.9,41.66
144,-117.7081,42.5445,1356,2020-08,3.57,13.5,23.4,33.3,1.5,8.29,44.44
144,-117.7081,42.5445,1356,2020-09,1.4,9.1,19,28.8,-3.6,7.23,36.27
144,-117.7081,42.5445,1356,2020-10,2.62,2.5,11.9,21.3,-6.4,4.2,23.28
144,-117.7081,42.5445,1356,2020-11,20.95,-3,3.5,9.9,-4.9,1.14,8.64
144,-117.7081,42.5445,1356,2020-12,12.57,-6.6,-0.7,5.3,-7.1,0.67,5.06
144,-117.7081,42.5445,1356,2021-01,31.25,-4.4,0.8,5.9,-4.7,0.59,4.94
144,-117.7081,42.5445,1356,2021-02,31.46,-4,1.3,6.5,-6.1,0.99,5.96
144,-117.7081,42.5445,1356,2021-03,12.19,-4,3.4,10.9,-7,1.24,10.13
144,-117.7081,42.5445,1356,2021-04,19.07,-0.5,8.1,16.8,-8.1,2.58,16.61
144,-117.7081,42.5445,1356,2021-05,28.52,4.3,12.1,20,-1.6,3.01,19.48
144,-117.7081,42.5445,1356,2021-06,21.4,12.2,21.8,31.3,2.7,6.87,40.77
144,-117.7081,42.5445,1356,2021-07,7.34,17.1,26.4,35.7,1,12.2,52.71
144,-117.7081,42.5445,1356,2021-08,4.71,12.2,21.6,31,1.2,7.68,39.61
144,-117.7081,42.5445,1356,2021-09,22.35,7.9,17.4,27,-2.6,5.52,32.53
144,-117.7081,42.5445,1356,2021-10,47.36,3.6,10.3,17,-0.6,2.02,13.92
144,-117.7081,42.5445,1356,2021-11,12.62,-0.6,5.7,12.1,-2.4,1.22,9.15
144,-117.7081,42.5445,1356,2021-12,33.62,-4.6,0.3,5.3,-5.6,0.9,5.25
144,-117.7081,42.5445,1356,2022-01,14.03,-6.1,-1.3,3.5,-6.1,0.54,3.57
144,-117.7081,42.5445,1356,2022-02,2.51,-6.2,0.4,7.1,-7.6,0.97,7.04
144,-117.7081,42.5445,1356,2022-03,12.09,-1,5.9,12.9,-4.4,1.66,11.09
144,-117.7081,42.5445,1356,2022-04,26.18,-2,5.6,13.2,-5.2,1.16,12.04
144,-117.7081,42.5445,1356,2022-05,29.73,2.6,10.2,17.8,-0.5,1.64,16.15
144,-117.7081,42.5445,1356,2022-06,26.92,8.2,17,25.8,2,3.72,28.62
144,-117.7081,42.5445,1356,2022-07,0,15.3,24.9,34.5,0.9,10.65,48.31
144,-117.7081,42.5445,1356,2022-08,10.74,15.6,25,34.4,4.7,8.51,45.93
144,-117.7081,42.5445,1356,2022-09,3.21,10.5,20.1,29.8,-0.5,7.09,37.76
144,-117.7081,42.5445,1356,2022-10,8.97,3.5,12.2,21,-3.9,3.7,21.49
144,-117.7081,42.5445,1356,2022-11,22.89,-6.9,-0.7,5.4,-6.6,0.6,5.38
144,-117.7081,42.5445,1356,2022-12,50.7,-7.1,-2.6,1.9,-6.2,0.48,2.8
144,-117.7081,42.5445,1356,2023-01,20.6,-5.5,-1.1,3.3,-5.2,0.46,3.34
144,-117.7081,42.5445,1356,2023-02,4.62,-6,-0.2,5.6,-7.8,0.9,5.65
144,-117.7081,42.5445,1356,2023-03,49.23,-4.9,0.2,5.3,-5.9,0.58,5.16
144,-117.7081,42.5445,1356,2023-04,15.65,-0.9,6.3,13.4,-4,1.57,12.42
144,-117.7081,42.5445,1356,2023-05,36.76,6.6,14.2,21.9,3.2,2.3,20.36
144,-117.7081,42.5445,1356,2023-06,49.08,8.1,15.4,22.7,5.9,1.78,19.34
144,-117.7081,42.5445,1356,2023-07,1.18,14.8,24.6,34.4,1.4,9.68,48.86
144,-117.7081,42.5445,1356,2023-08,37.52,14.1,22.6,31,6.3,5.91,37.38
144,-117.7081,42.5445,1356,2023-09,12.49,8.1,16.5,25,0.4,4.36,26.41
144,-117.7081,42.5445,1356,2023-10,30.32,3.2,10.4,17.6,0.8,1.81,14.95
144,-117.7081,42.5445,1356,2023-11,14.2,-2.4,3.9,10.2,-4.5,1.23,8.42
144,-117.7081,42.5445,1356,2023-12,28.07,-3.3,0.3,3.9,-2.7,0.39,2.97
144,-117.7081,42.5445,1356,2024-01,43.11,-4.3,-0.2,4,-3.4,0.36,3.07
144,-117.7081,42.5445,1356,2024-02,29.44,-2.6,2.3,7.1,-2.9,0.64,5.2
144,-117.7081,42.5445,1356,2024-03,33.07,-2,4,10,-3.8,0.9,8.6
144,-117.7081,42.5445,1356,2024-04,33.22,-0.3,7.6,15.4,-1.9,1.16,13.09
144,-117.7081,42.5445,1356,2024-05,22.25,1.6,10.2,18.7,-1.7,1.81,17.88
144,-117.7081,42.5445,1356,2024-06,4.51,9.6,19.2,28.9,1.1,5.33,35.02
144,-117.7081,42.5445,1356,2024-07,1.07,15.9,25.3,34.7,1.6,10.75,49.53
144,-117.7081,42.5445,1356,2024-08,4.51,12.7,21.9,31.1,0.1,7.75,40.8
144,-117.7081,42.5445,1356,2024-09,19.33,9.3,18.3,27.3,-0.1,5.77,31.87
144,-117.7081,42.5445,1356,2024-10,19.84,3.2,11.8,20.3,-2.3,3.07,20.48
,,,,,,,,,,,
153,-119.9991,44.619,1412,2010-02,38.46,-2.7,1,4.7,-3.3,0.43,3.7
153,-119.9991,44.619,1412,2010-03,25.62,-3.4,2.5,8.4,-5.8,0.94,7.3
153,-119.9991,44.619,1412,2010-04,83.62,-2.3,3.7,9.7,-3.9,0.74,8.22
153,-119.9991,44.619,1412,2010-05,64,0.4,5.9,11.5,-1.4,0.93,8.81
153,-119.9991,44.619,1412,2010-06,74.31,5,11.1,17.1,3.9,1.35,12.6
153,-119.9991,44.619,1412,2010-07,10.56,9.3,17.2,25.1,2.5,4.86,26.1
153,-119.9991,44.619,1412,2010-08,4.57,8.6,16.5,24.3,1.7,4.65,25.3
153,-119.9991,44.619,1412,2010-09,29.97,6.6,13.3,20.1,3.9,2.06,17.03
153,-119.9991,44.619,1412,2010-10,51.51,3.6,9,14.5,0.8,2.1,11.37
153,-119.9991,44.619,1412,2010-11,69.88,-2.8,1,4.8,-2.8,0.74,3.81
153,-119.9991,44.619,1412,2010-12,93.44,-3.7,-0.9,2,-3.3,0.44,2.05
153,-119.9991,44.619,1412,2011-01,40.16,-4.5,-0.2,4.1,-4.8,0.64,3.87
153,-119.9991,44.619,1412,2011-02,47.23,-6.6,-1.9,2.8,-7.3,0.77,4.23
153,-119.9991,44.619,1412,2011-03,72.54,-3.2,1.1,5.4,-3.1,0.47,4.18
153,-119.9991,44.619,1412,2011-04,59.15,-3.4,2.3,8.1,-4,0.54,6.65
153,-119.9991,44.619,1412,2011-05,70.28,-0.2,5.8,11.7,0.2,0.42,7.66
153,-119.9991,44.619,1412,2011-06,57.99,4,10.6,17.2,3,1.1,11.8
153,-119.9991,44.619,1412,2011-07,9.03,7.7,15.4,23.1,4.3,2.74,20.96
153,-119.9991,44.619,1412,2011-08,2.46,10.5,18.4,26.3,3.2,5.08,27.14
153,-119.9991,44.619,1412,2011-09,2.25,9.7,16.8,23.9,0.8,6.17,24.75
153,-119.9991,44.619,1412,2011-10,27.78,3,8.5,14,0.3,1.21,10.34
153,-119.9991,44.619,1412,2011-11,25.77,-3.2,0.9,5,-5,0.77,4.69
153,-119.9991,44.619,1412,2011-12,25.36,-4.4,0.1,4.7,-7.3,0.96,4.8
153,-119.9991,44.619,1412,2012-01,68.09,-4.5,-0.1,4.3,-6.3,0.77,4.58
153,-119.9991,44.619,1412,2012-02,23.28,-4.8,-0.4,4,-5.7,0.58,4.19
153,-119.9991,44.619,1412,2012-03,71.44,-3.6,1.4,6.4,-4.5,0.6,5.56
153,-119.9991,44.619,1412,2012-04,60.06,-0.2,6,12.2,-2,1.28,10.79
153,-119.9991,44.619,1412,2012-05,33.26,1.4,8.2,14.9,-2.1,1.9,12.78
153,-119.9991,44.619,1412,2012-06,58.54,4.9,11.2,17.5,2.7,1.45,13.73
153,-119.9991,44.619,1412,2012-07,14.48,10,17.9,25.8,5,3.85,25.56
153,-119.9991,44.619,1412,2012-08,0,11.1,19.4,27.7,1.4,6.44,32.06
153,-119.9991,44.619,1412,2012-09,0.39,8.9,16.3,23.7,-1.7,6.13,24.91
153,-119.9991,44.619,1412,2012-10,42.89,2.7,8.3,13.8,-2.1,2.3,11.64
153,-119.9991,44.619,1412,2012-11,50.01,-0.7,3,6.7,-0.9,0.66,4.52
153,-119.9991,44.619,1412,2012-12,66.73,-4.8,-1.8,1.1,-4.6,0.39,2.13
153,-119.9991,44.619,1412,2013-01,48.57,-6.3,-1.8,2.6,-8.3,0.93,4.28
153,-119.9991,44.619,1412,2013-02,14.8,-4.7,-0.1,4.5,-5.4,0.66,4.42
153,-119.9991,44.619,1412,2013-03,31.6,-2.7,2.7,8,-3.8,0.72,6.51
153,-119.9991,44.619,1412,2013-04,28.56,-0.9,5.1,11,-3,1.14,8.92
153,-119.9991,44.619,1412,2013-05,68.62,3.2,9.6,16,0.7,1.78,13.03
153,-119.9991,44.619,1412,2013-06,59.12,6.4,12.7,19,4,1.82,15.07
153,-119.9991,44.619,1412,2013-07,0,11.8,19.9,28.1,1,7.53,32.42
153,-119.9991,44.619,1412,2013-08,21.63,10.9,18.3,25.8,5.7,3.49,25.63
153,-119.9991,44.619,1412,2013-09,55.84,7.8,13.9,20.1,4.8,2.31,18.1
153,-119.9991,44.619,1412,2013-10,31.75,1.2,6.4,11.6,-1.1,1.51,8.9
153,-119.9991,44.619,1412,2013-11,26.16,-1.7,2.6,6.8,-3.8,1.02,5.19
153,-119.9991,44.619,1412,2013-12,22.16,-6.3,-1.9,2.5,-7.9,0.93,4.04
153,-119.9991,44.619,1412,2014-01,27.05,-2.8,1.8,6.5,-5.9,1.33,6.1
153,-119.9991,44.619,1412,2014-02,84.12,-5.5,-1.5,2.4,-4.3,0.25,2.81
153,-119.9991,44.619,1412,2014-03,79.45,-2,3.2,8.4,-3.4,0.79,6.5
153,-119.9991,44.619,1412,2014-04,56.88,-0.7,5.2,11.2,-2.7,0.93,8.93
153,-119.9991,44.619,1412,2014-05,28.07,3.2,9.9,16.6,0.8,1.58,13.63
153,-119.9991,44.619,1412,2014-06,34.12,5.1,12.2,19.4,1.9,1.74,16.66
153,-119.9991,44.619,1412,2014-07,7.41,12.2,20.4,28.5,4,6.52,32.38
153,-119.9991,44.619,1412,2014-08,22.75,11.1,18.2,25.3,4.9,4.32,25.17
153,-119.9991,44.619,1412,2014-09,7.87,8,14.7,21.3,1.5,3.75,19.78
153,-119.9991,44.619,1412,2014-10,26.55,5.4,10.9,16.4,1,2.53,13.6
153,-119.9991,44.619,1412,2014-11,69.42,-3,1.3,5.5,-3.1,0.56,4.12
153,-119.9991,44.619,1412,2014-12,80.18,-3.3,-0.1,3.1,-2.1,0.25,2.05
153,-119.9991,44.619,1412,2015-01,22.71,-1.9,2.4,6.6,-2.4,0.68,4.63
153,-119.9991,44.619,1412,2015-02,43.2,-0.4,3.7,7.8,-2.6,0.93,5.72
153,-119.9991,44.619,1412,2015-03,38.43,0,5.8,11.5,-2.8,1.47,9.25
153,-119.9991,44.619,1412,2015-04,24.27,-1.6,4.9,11.3,-3.9,1.05,9.82
153,-119.9991,44.619,1412,2015-05,74.11,4,9.9,15.8,1.9,1.34,11.4
153,-119.9991,44.619,1412,2015-06,25.07,9.9,17.2,24.4,3.2,5.05,24.72
153,-119.9991,44.619,1412,2015-07,23.82,11.3,18.6,25.9,4.6,5.44,27.02
153,-119.9991,44.619,1412,2015-08,2.74,11.5,19.1,26.6,1.8,6.81,29.64
153,-119.9991,44.619,1412,2015-09,8.03,6.4,13.3,20.2,0.4,3.36,19.05
153,-119.9991,44.619,1412,2015-10,27.96,6,11.6,17.1,1.8,2.32,13.62
153,-119.9991,44.619,1412,2015-11,57.97,-3.3,0.6,4.6,-3.8,0.58,3.75
153,-119.9991,44.619,1412,2015-12,106.4,-4.1,-1.2,1.7,-3.8,0.3,1.98
153,-119.9991,44.619,1412,2016-01,62.29,-4.4,-1.2,2,-3.8,0.33,2.1
153,-119.9991,44.619,1412,2016-02,22.06,-1.8,2.9,7.6,-2.4,0.75,5.5
153,-119.9991,44.619,1412,2016-03,73.54,-2,2.4,6.9,-2.2,0.55,5
153,-119.9991,44.619,1412,2016-04,16.67,1.7,8.3,14.9,-0.4,1.58,12.36
153,-119.9991,44.619,1412,2016-05,44.79,3.5,9.7,15.9,2,1.18,11.75
153,-119.9991,44.619,1412,2016-06,39.57,6.6,13.8,21.1,3.2,2.61,19.28
153,-119.9991,44.619,1412,2016-07,22.92,8.8,16.4,24,4.2,3.15,23.26
153,-119.9991,44.619,1412,2016-08,1.64,10.3,18.1,26,1.4,5.53,28.24
153,-119.9991,44.619,1412,2016-09,8.61,5.8,12.5,19.3,1.1,2.38,17.03
153,-119.9991,44.619,1412,2016-10,96.21,2.9,7.4,11.9,2.3,0.76,7.27
153,-119.9991,44.619,1412,2016-11,31.86,1.3,5,8.8,-0.5,1.15,6.23
153,-119.9991,44.619,1412,2016-12,65.37,-8.2,-4.5,-0.8,-7.6,0.35,1.72
153,-119.9991,44.619,1412,2017-01,71.61,-9.3,-5.1,-0.9,-8.9,0.4,2.28
153,-119.9991,44.619,1412,2017-02,60.49,-4.2,-0.4,3.3,-4.7,0.55,3.4
153,-119.9991,44.619,1412,2017-03,75.08,-1.3,3.2,7.7,-1.4,0.56,5.13
153,-119.9991,44.619,1412,2017-04,76.49,-1.5,3.9,9.4,-2.4,0.58,6.99
153,-119.9991,44.619,1412,2017-05,35.69,3,9.7,16.3,1.4,1.45,13.49
153,-119.9991,44.619,1412,2017-06,27.9,6.6,13.7,20.8,3.1,2.54,18.77
153,-119.9991,44.619,1412,2017-07,0.75,11.7,20.1,28.5,2.9,6.42,32.35
153,-119.9991,44.619,1412,2017-08,5.07,12.7,20.5,28.2,2,7.58,32.55
153,-119.9991,44.619,1412,2017-09,18.68,8.4,14.7,21.1,2,4.36,21.15
153,-119.9991,44.619,1412,2017-10,37.22,1.5,6.9,12.3,-1.1,1.21,9.26
153,-119.9991,44.619,1412,2017-11,45.08,-1.5,2.5,6.4,-2.2,0.64,4.63
153,-119.9991,44.619,1412,2017-12,18.5,-5,-1.1,2.8,-6.5,0.86,4
153,-119.9991,44.619,1412,2018-01,42.95,-2.2,1.3,4.8,-2.5,0.55,3.56
153,-119.9991,44.619,1412,2018-02,34.59,-6.3,-1.9,2.5,-6.5,0.65,3.81
153,-119.9991,44.619,1412,2018-03,57.29,-3.5,1.5,6.5,-4,0.52,5.43
153,-119.9991,44.619,1412,2018-04,46.3,-0.6,5.2,11,-2.1,0.99,8.69
153,-119.9991,44.619,1412,2018-05,49.82,5,11.3,17.6,3.6,1.17,12.77
153,-119.9991,44.619,1412,2018-06,53.93,5.3,12.3,19.4,3,1.42,16.05
153,-119.9991,44.619,1412,2018-07,0,11.1,19.4,27.7,1.8,6.35,32.01
153,-119.9991,44.619,1412,2018-08,9.6,10.8,18.4,25.9,2.3,5.61,28.46
153,-119.9991,44.619,1412,2018-09,0.72,5.6,12.7,19.8,-0.4,3.1,18.36
153,-119.9991,44.619,1412,2018-10,48.06,2.6,7.8,12.9,-0.6,1.88,9.62
153,-119.9991,44.619,1412,2018-11,29.31,-1.3,2.8,6.9,-3.7,0.86,5.16
153,-119.9991,44.619,1412,2018-12,46.94,-5,-1.9,1.3,-4.4,0.32,2.07
153,-119.9991,44.619,1412,2019-01,43.89,-3.8,0,3.8,-5,0.79,3.91
153,-119.9991,44.619,1412,2019-02,141.96,-8,-4.2,-0.4,-6.8,0.31,1.87
153,-119.9991,44.619,1412,2019-03,50.72,-5,0.3,5.5,-5.7,0.64,5.23
153,-119.9991,44.619,1412,2019-04,89.19,0.3,5.6,10.9,-0.2,0.62,7.45
153,-119.9991,44.619,1412,2019-05,80.66,3.6,9.2,14.8,1.5,1.38,10.62
153,-119.9991,44.619,1412,2019-06,22.63,6,13,19.9,2.4,2.52,16.97
153,-119.9991,44.619,1412,2019-07,7.24,8.7,16.3,23.9,4.7,2.84,21.89
153,-119.9991,44.619,1412,2019-08,35.78,11,18.4,25.7,5.3,4.1,25.18
153,-119.9991,44.619,1412,2019-09,54.42,6.6,12.6,18.5,4.8,1.45,14.86
153,-119.9991,44.619,1412,2019-10,23.21,-1.5,4.1,9.7,-4.4,1.23,8.12
153,-119.9991,44.619,1412,2019-11,16.79,-1.3,3.6,8.5,-4,1.36,6.96
153,-119.9991,44.619,1412,2019-12,28,-3.6,-0.6,2.3,-3.5,0.44,2.23
153,-119.9991,44.619,1412,2020-01,71.16,-3.6,-0.5,2.6,-3.3,0.43,2.62
153,-119.9991,44.619,1412,2020-02,30.17,-4.5,0.5,5.5,-5.9,0.78,5.28
153,-119.9991,44.619,1412,2020-03,37.7,-3.8,1.5,6.9,-4.8,0.64,6.01
153,-119.9991,44.619,1412,2020-04,24.92,-0.6,5.7,12.1,-2.9,1.09,9.79
153,-119.9991,44.619,1412,2020-05,46.57,2.8,9.4,16,1.5,1.18,12.57
153,-119.9991,44.619,1412,2020-06,54.99,5.7,12.4,19,4,1.54,15.55
153,-119.9991,44.619,1412,2020-07,1.69,9.4,17.6,25.8,3.1,4.52,27.13
153,-119.9991,44.619,1412,2020-08,2.25,11,19.1,27.2,2.9,5.49,29.43
153,-119.9991,44.619,1412,2020-09,8.88,9.3,16.6,23.9,0.2,5.48,25.38
153,-119.9991,44.619,1412,2020-10,18.07,4,10.2,16.5,-1,2.98,15.25
153,-119.9991,44.619,1412,2020-11,86.36,-2.1,2.1,6.2,-3.8,1.09,5.49
153,-119.9991,44.619,1412,2020-12,29.93,-3.9,-0.4,3.2,-5,0.63,3.46
153,-119.9991,44.619,1412,2021-01,42,-3.3,0.1,3.5,-4.3,0.57,3.22
153,-119.9991,44.619,1412,2021-02,66.21,-5.1,-1.1,2.9,-5.8,0.52,3.41
153,-119.9991,44.619,1412,2021-03,17.62,-3.1,2.2,7.4,-5.6,0.74,6.61
153,-119.9991,44.619,1412,2021-04,11.53,-0.3,6.2,12.7,-5.7,2.27,11.45
153,-119.9991,44.619,1412,2021-05,30.23,2.8,9.2,15.7,-0.5,1.84,13.33
153,-119.9991,44.619,1412,2021-06,8.4,9.8,17,24.2,4.2,4.78,24.82
153,-119.9991,44.619,1412,2021-07,2.74,13.7,21.6,29.5,2.1,8.56,34.77
153,-119.9991,44.619,1412,2021-08,5.08,11,18.4,25.8,3.9,5.5,27.33
153,-119.9991,44.619,1412,2021-09,30.94,7.4,14.3,21.2,1.1,3.46,19.85
153,-119.9991,44.619,1412,2021-10,38.58,2.7,7.8,12.9,-0.5,1.11,8.49
153,-119.9991,44.619,1412,2021-11,48.06,0.3,4,7.7,-1.3,0.82,4.85
153,-119.9991,44.619,1412,2021-12,50.43,-3.8,-0.7,2.5,-4.4,0.55,3.05
153,-119.9991,44.619,1412,2022-01,47.12,-3.1,1.1,5.2,-6.2,1.2,4.89
153,-119.9991,44.619,1412,2022-02,19.61,-4.1,0.9,5.9,-7.5,1.24,6.37
153,-119.9991,44.619,1412,2022-03,29.91,-1.2,3.7,8.6,-2.6,0.83,6.51
153,-119.9991,44.619,1412,2022-04,73.8,-3.1,2.3,7.8,-4.6,0.62,6.98
153,-119.9991,44.619,1412,2022-05,67.57,0.2,6.1,12,0.1,0.51,8.43
153,-119.9991,44.619,1412,2022-06,85.57,5.9,12.3,18.7,4.5,1.5,14.24
153,-119.9991,44.619,1412,2022-07,13.7,12.1,20,27.9,4.3,6.07,30.6
153,-119.9991,44.619,1412,2022-08,8.91,13.7,21.5,29.3,4.4,6.98,33.48
153,-119.9991,44.619,1412,2022-09,9.34,9.5,16.7,23.9,1.4,5.13,24.43
153,-119.9991,44.619,1412,2022-10,30.29,6.2,12.1,18.1,-0.5,3.63,16.69
153,-119.9991,44.619,1412,2022-11,52.28,-5.4,-1.2,3,-6.2,0.52,3.66
153,-119.9991,44.619,1412,2022-12,65.37,-6.6,-3,0.7,-5.9,0.32,1.96
153,-119.9991,44.619,1412,2023-01,36.29,-5,-1.4,2.1,-5.2,0.46,2.68
153,-119.9991,44.619,1412,2023-02,24.59,-6.2,-1.4,3.4,-8.2,0.85,4.49
153,-119.9991,44.619,1412,2023-03,92.57,-6.2,-1.8,2.7,-5.9,0.37,3.24
153,-119.9991,44.619,1412,2023-04,59.93,-2,3.9,9.7,-2.7,0.7,8.16
153,-119.9991,44.619,1412,2023-05,78.13,4.9,11.4,17.8,3.7,1.25,13.04
153,-119.9991,44.619,1412,2023-06,12.14,6.7,13.5,20.4,3.1,2.38,17.1
153,-119.9991,44.619,1412,2023-07,0,11.9,19.9,27.9,2.8,6.25,30.72
153,-119.9991,44.619,1412,2023-08,39.32,12.4,19.2,26.1,5.9,4.74,25.96
153,-119.9991,44.619,1412,2023-09,46.17,6.3,12.9,19.6,3,1.77,16.91
153,-119.9991,44.619,1412,2023-10,44.86,2.9,8.4,13.9,1.5,1.21,10.45
153,-119.9991,44.619,1412,2023-11,50.41,-1.6,2.9,7.4,-2.9,0.66,5.52
153,-119.9991,44.619,1412,2023-12,58.23,-1.9,1.6,5,-1.9,0.47,3.29
153,-119.9991,44.619,1412,2024-01,107.61,-4.4,-0.9,2.5,-4,0.37,2.6
153,-119.9991,44.619,1412,2024-02,63.94,-3.6,0.5,4.5,-3.3,0.42,3.7
153,-119.9991,44.619,1412,2024-03,43.11,-2.9,2.2,7.2,-4.5,0.73,6.59
153,-119.9991,44.619,1412,2024-04,27.9,-0.7,5.1,10.8,-2.2,0.92,8.28
153,-119.9991,44.619,1412,2024-05,63.52,0.6,7.1,13.5,-0.2,0.77,10.72
153,-119.9991,44.619,1412,2024-06,11.22,5.2,13.2,21.2,1.8,2.02,19.46
